"";"x.17";"x.18";"x.19";"x.20";"classes"
"4992";46;32;117;122;"cotton crop"
"4993";46;32;122;125;"cotton crop"
"4994";46;29;122;129;"cotton crop"
"4995";70;71;80;59;"very damp grey soil"
"4996";63;67;69;55;"very damp grey soil"
"4997";63;71;69;55;"very damp grey soil"
"4998";70;79;80;63;"very damp grey soil"
"4999";70;79;80;63;"very damp grey soil"
"5000";70;79;80;63;"very damp grey soil"
"5001";74;87;92;74;"very damp grey soil"
"5002";82;96;100;78;"very damp grey soil"
"5003";82;96;100;78;"very damp grey soil"
"5004";78;83;88;74;"very damp grey soil"
"5005";66;71;88;70;"vegetation stubble"
"5006";59;56;80;70;"vegetation stubble"
"5007";59;60;80;63;"vegetation stubble"
"5008";52;49;76;66;"vegetation stubble"
"5009";56;49;73;59;"vegetation stubble"
"5010";56;49;69;52;"vegetation stubble"
"5011";56;46;69;52;"vegetation stubble"
"5012";56;53;73;63;"vegetation stubble"
"5013";46;29;117;133;"cotton crop"
"5014";43;27;127;147;"cotton crop"
"5015";83;95;97;75;"damp grey soil"
"5016";83;95;101;79;"damp grey soil"
"5017";79;91;101;75;"damp grey soil"
"5018";83;95;97;75;"damp grey soil"
"5019";83;103;105;83;"grey soil"
"5020";83;103;105;83;"grey soil"
"5021";83;103;105;86;"grey soil"
"5022";52;37;114;124;"cotton crop"
"5023";52;48;105;105;"cotton crop"
"5024";67;73;79;57;"very damp grey soil"
"5025";71;77;90;64;"very damp grey soil"
"5026";71;81;82;64;"very damp grey soil"
"5027";83;95;97;75;"very damp grey soil"
"5028";79;88;90;72;"very damp grey soil"
"5029";75;84;90;75;"very damp grey soil"
"5030";71;81;93;75;"very damp grey soil"
"5031";59;60;82;68;"vegetation stubble"
"5032";59;57;82;68;"vegetation stubble"
"5033";56;48;75;64;"vegetation stubble"
"5034";56;51;72;57;"vegetation stubble"
"5035";56;51;75;68;"vegetation stubble"
"5036";52;51;79;68;"vegetation stubble"
"5037";46;30;124;142;"cotton crop"
"5038";42;30;124;146;"cotton crop"
"5039";82;92;101;80;"damp grey soil"
"5040";93;115;110;90;"grey soil"
"5041";53;49;101;101;"cotton crop"
"5042";47;37;110;122;"cotton crop"
"5043";47;37;119;133;"cotton crop"
"5044";53;56;101;97;"cotton crop"
"5045";67;67;67;51;"very damp grey soil"
"5046";63;63;67;51;"very damp grey soil"
"5047";60;67;70;51;"very damp grey soil"
"5048";63;67;70;55;"very damp grey soil"
"5049";63;71;74;55;"very damp grey soil"
"5050";70;79;78;58;"very damp grey soil"
"5051";70;79;82;62;"very damp grey soil"
"5052";70;79;78;65;"very damp grey soil"
"5053";78;88;93;73;"very damp grey soil"
"5054";74;84;82;69;"very damp grey soil"
"5055";74;84;93;73;"very damp grey soil"
"5056";74;84;89;76;"very damp grey soil"
"5057";70;84;85;69;"very damp grey soil"
"5058";70;84;89;73;"very damp grey soil"
"5059";53;46;78;69;"vegetation stubble"
"5060";53;49;74;58;"vegetation stubble"
"5061";42;29;119;136;"cotton crop"
"5062";44;31;124;140;"cotton crop"
"5063";44;34;110;115;"cotton crop"
"5064";50;37;101;104;"cotton crop"
"5065";97;111;115;94;"grey soil"
"5066";92;106;106;87;"grey soil"
"5067";92;106;106;83;"grey soil"
"5068";92;106;111;87;"grey soil"
"5069";64;62;94;83;"cotton crop"
"5070";64;69;98;87;"cotton crop"
"5071";57;55;111;102;"cotton crop"
"5072";68;69;78;54;"very damp grey soil"
"5073";64;69;71;54;"very damp grey soil"
"5074";64;69;67;54;"very damp grey soil"
"5075";64;66;67;54;"very damp grey soil"
"5076";68;73;78;57;"very damp grey soil"
"5077";72;77;78;57;"very damp grey soil"
"5078";80;94;94;76;"very damp grey soil"
"5079";68;73;86;72;"very damp grey soil"
"5080";72;81;86;72;"very damp grey soil"
"5081";72;81;82;68;"very damp grey soil"
"5082";68;77;90;72;"very damp grey soil"
"5083";68;77;90;76;"very damp grey soil"
"5084";57;52;78;72;"vegetation stubble"
"5085";57;52;78;72;"vegetation stubble"
"5086";50;46;78;76;"vegetation stubble"
"5087";53;49;82;65;"vegetation stubble"
"5088";44;37;94;98;"cotton crop"
"5089";44;31;115;124;"cotton crop"
"5090";47;37;106;109;"cotton crop"
"5091";41;34;115;113;"cotton crop"
"5092";44;29;115;120;"cotton crop"
"5093";101;116;122;96;"grey soil"
"5094";92;107;118;85;"grey soil"
"5095";92;107;113;85;"grey soil"
"5096";92;107;113;88;"grey soil"
"5097";92;107;113;92;"grey soil"
"5098";92;107;113;88;"grey soil"
"5099";101;112;118;92;"grey soil"
"5100";64;71;75;59;"very damp grey soil"
"5101";71;71;75;52;"very damp grey soil"
"5102";60;71;71;56;"very damp grey soil"
"5103";68;68;75;56;"very damp grey soil"
"5104";64;71;67;59;"very damp grey soil"
"5105";68;71;75;59;"very damp grey soil"
"5106";68;71;75;56;"very damp grey soil"
"5107";80;87;100;74;"very damp grey soil"
"5108";64;68;87;78;"vegetation stubble"
"5109";68;75;83;67;"very damp grey soil"
"5110";71;79;87;74;"very damp grey soil"
"5111";56;57;87;74;"vegetation stubble"
"5112";56;54;83;74;"vegetation stubble"
"5113";53;48;91;85;"cotton crop"
"5114";50;48;96;96;"cotton crop"
"5115";46;36;104;107;"cotton crop"
"5116";43;31;104;107;"cotton crop"
"5117";43;31;104;114;"cotton crop"
"5118";43;29;108;114;"cotton crop"
"5119";93;116;123;96;"grey soil"
"5120";97;116;118;96;"grey soil"
"5121";97;111;113;92;"grey soil"
"5122";97;111;118;92;"grey soil"
"5123";93;111;113;92;"grey soil"
"5124";93;111;109;87;"grey soil"
"5125";93;107;113;92;"grey soil"
"5126";88;111;118;92;"grey soil"
"5127";84;103;109;83;"grey soil"
"5128";71;79;93;71;"cotton crop"
"5129";63;68;89;71;"cotton crop"
"5130";67;75;77;62;"very damp grey soil"
"5131";67;68;77;54;"very damp grey soil"
"5132";63;72;74;58;"very damp grey soil"
"5133";67;72;77;54;"very damp grey soil"
"5134";67;72;70;54;"very damp grey soil"
"5135";67;72;70;54;"very damp grey soil"
"5136";67;75;77;58;"very damp grey soil"
"5137";79;91;96;75;"very damp grey soil"
"5138";63;68;85;79;"vegetation stubble"
"5139";67;68;89;79;"vegetation stubble"
"5140";67;72;85;71;"vegetation stubble"
"5141";71;72;77;67;"vegetation stubble"
"5142";63;54;81;71;"vegetation stubble"
"5143";67;68;81;67;"vegetation stubble"
"5144";63;54;100;92;"cotton crop"
"5145";48;37;100;104;"cotton crop"
"5146";51;32;100;108;"cotton crop"
"5147";48;37;104;112;"cotton crop"
"5148";44;32;104;116;"cotton crop"
"5149";48;29;100;100;"cotton crop"
"5150";44;34;104;104;"cotton crop"
"5151";41;32;109;112;"cotton crop"
"5152";95;118;122;96;"grey soil"
"5153";95;118;117;92;"grey soil"
"5154";99;118;117;92;"grey soil"
"5155";95;113;122;92;"grey soil"
"5156";99;113;122;96;"grey soil"
"5157";86;104;108;85;"grey soil"
"5158";63;71;73;55;"very damp grey soil"
"5159";63;67;66;55;"very damp grey soil"
"5160";63;67;73;55;"very damp grey soil"
"5161";63;71;76;55;"very damp grey soil"
"5162";66;75;80;59;"very damp grey soil"
"5163";63;71;73;55;"very damp grey soil"
"5164";66;75;76;59;"very damp grey soil"
"5165";66;75;76;59;"very damp grey soil"
"5166";66;71;76;55;"very damp grey soil"
"5167";66;71;73;55;"very damp grey soil"
"5168";74;79;88;66;"very damp grey soil"
"5169";78;91;96;78;"very damp grey soil"
"5170";66;75;84;70;"vegetation stubble"
"5171";66;71;84;70;"vegetation stubble"
"5172";66;75;88;70;"very damp grey soil"
"5173";70;79;88;74;"damp grey soil"
"5174";63;67;88;78;"damp grey soil"
"5175";63;67;80;63;"vegetation stubble"
"5176";66;79;80;63;"damp grey soil"
"5177";46;32;104;114;"cotton crop"
"5178";46;34;104;114;"cotton crop"
"5179";46;29;108;122;"cotton crop"
"5180";43;32;104;107;"cotton crop"
"5181";43;32;100;107;"cotton crop"
"5182";40;32;100;107;"cotton crop"
"5183";96;112;114;94;"grey soil"
"5184";92;108;114;94;"grey soil"
"5185";96;112;114;94;"grey soil"
"5186";83;95;97;79;"very damp grey soil"
"5187";67;73;75;49;"very damp grey soil"
"5188";63;66;72;53;"very damp grey soil"
"5189";63;70;75;57;"very damp grey soil"
"5190";67;73;75;60;"very damp grey soil"
"5191";67;73;79;60;"very damp grey soil"
"5192";67;73;75;57;"very damp grey soil"
"5193";67;77;82;64;"very damp grey soil"
"5194";71;77;72;64;"very damp grey soil"
"5195";71;77;86;60;"very damp grey soil"
"5196";83;95;105;79;"very damp grey soil"
"5197";71;77;93;79;"vegetation stubble"
"5198";71;73;93;79;"vegetation stubble"
"5199";67;73;90;75;"vegetation stubble"
"5200";63;66;82;68;"vegetation stubble"
"5201";71;84;93;75;"damp grey soil"
"5202";75;88;93;75;"damp grey soil"
"5203";71;81;93;83;"cotton crop"
"5204";46;32;101;116;"cotton crop"
"5205";46;32;101;116;"cotton crop"
"5206";42;32;101;127;"cotton crop"
"5207";42;30;105;113;"cotton crop"
"5208";93;115;114;90;"grey soil"
"5209";97;120;124;97;"grey soil"
"5210";97;111;119;94;"grey soil"
"5211";93;106;114;90;"grey soil"
"5212";97;115;114;90;"grey soil"
"5213";89;111;114;87;"grey soil"
"5214";93;111;110;87;"grey soil"
"5215";85;97;105;80;"grey soil"
"5216";63;67;70;51;"very damp grey soil"
"5217";60;67;74;55;"very damp grey soil"
"5218";63;67;74;58;"very damp grey soil"
"5219";63;71;74;58;"very damp grey soil"
"5220";67;75;78;58;"very damp grey soil"
"5221";67;75;82;62;"very damp grey soil"
"5222";67;75;78;58;"very damp grey soil"
"5223";67;79;82;62;"very damp grey soil"
"5224";70;84;82;62;"very damp grey soil"
"5225";70;79;85;69;"very damp grey soil"
"5226";74;88;93;73;"very damp grey soil"
"5227";74;84;89;73;"very damp grey soil"
"5228";67;79;93;76;"vegetation stubble"
"5229";70;79;89;80;"vegetation stubble"
"5230";70;75;78;58;"damp grey soil"
"5231";67;75;85;65;"damp grey soil"
"5232";44;31;101;119;"cotton crop"
"5233";44;34;110;122;"cotton crop"
"5234";44;29;114;126;"cotton crop"
"5235";44;29;105;119;"cotton crop"
"5236";44;34;105;104;"cotton crop"
"5237";92;111;115;91;"grey soil"
"5238";97;115;120;94;"grey soil"
"5239";101;115;120;94;"grey soil"
"5240";88;106;111;87;"grey soil"
"5241";84;98;102;83;"damp grey soil"
"5242";80;106;106;79;"damp grey soil"
"5243";80;98;98;76;"damp grey soil"
"5244";64;73;74;57;"very damp grey soil"
"5245";68;77;74;57;"very damp grey soil"
"5246";64;73;78;61;"very damp grey soil"
"5247";72;73;82;61;"very damp grey soil"
"5248";72;77;74;57;"very damp grey soil"
"5249";68;77;74;57;"very damp grey soil"
"5250";64;69;74;57;"very damp grey soil"
"5251";68;73;74;57;"very damp grey soil"
"5252";64;73;74;57;"very damp grey soil"
"5253";68;77;74;61;"very damp grey soil"
"5254";72;81;86;68;"very damp grey soil"
"5255";76;85;90;72;"very damp grey soil"
"5256";76;85;94;76;"very damp grey soil"
"5257";80;94;98;76;"very damp grey soil"
"5258";72;89;94;79;"damp grey soil"
"5259";72;85;86;72;"damp grey soil"
"5260";47;34;106;113;"cotton crop"
"5261";44;29;111;128;"cotton crop"
"5262";44;31;106;124;"cotton crop"
"5263";50;34;106;113;"cotton crop"
"5264";101;116;122;96;"grey soil"
"5265";101;116;122;96;"grey soil"
"5266";92;107;118;96;"grey soil"
"5267";92;112;113;92;"grey soil"
"5268";88;103;104;85;"grey soil"
"5269";76;87;91;74;"very damp grey soil"
"5270";68;68;75;52;"very damp grey soil"
"5271";64;75;79;56;"very damp grey soil"
"5272";68;75;75;59;"very damp grey soil"
"5273";64;75;79;59;"very damp grey soil"
"5274";68;71;75;59;"very damp grey soil"
"5275";64;75;75;59;"very damp grey soil"
"5276";68;79;79;59;"very damp grey soil"
"5277";68;75;83;63;"very damp grey soil"
"5278";71;79;87;63;"very damp grey soil"
"5279";71;83;87;63;"very damp grey soil"
"5280";76;91;96;74;"very damp grey soil"
"5281";80;91;100;78;"very damp grey soil"
"5282";68;83;83;70;"damp grey soil"
"5283";46;34;100;107;"cotton crop"
"5284";40;31;104;125;"cotton crop"
"5285";43;31;108;121;"cotton crop"
"5286";64;68;91;78;"cotton crop"
"5287";93;111;118;92;"grey soil"
"5288";79;95;100;79;"damp grey soil"
"5289";88;107;109;87;"damp grey soil"
"5290";88;107;113;87;"damp grey soil"
"5291";71;75;77;58;"very damp grey soil"
"5292";67;79;77;58;"very damp grey soil"
"5293";67;75;81;58;"very damp grey soil"
"5294";67;75;74;58;"very damp grey soil"
"5295";67;72;74;54;"very damp grey soil"
"5296";67;75;74;58;"very damp grey soil"
"5297";67;68;74;58;"very damp grey soil"
"5298";75;83;89;67;"very damp grey soil"
"5299";63;75;81;67;"damp grey soil"
"5300";75;79;89;71;"damp grey soil"
"5301";75;79;100;83;"cotton crop"
"5302";41;32;104;121;"cotton crop"
"5303";44;32;109;125;"cotton crop"
"5304";67;79;85;67;"damp grey soil"
"5305";99;118;122;96;"grey soil"
"5306";99;118;127;100;"grey soil"
"5307";95;113;112;92;"grey soil"
"5308";90;104;108;85;"grey soil"
"5309";86;109;104;81;"damp grey soil"
"5310";86;104;108;89;"damp grey soil"
"5311";90;113;122;92;"damp grey soil"
"5312";74;83;88;66;"very damp grey soil"
"5313";66;75;80;59;"very damp grey soil"
"5314";66;75;80;59;"very damp grey soil"
"5315";59;71;73;55;"very damp grey soil"
"5316";63;71;73;59;"very damp grey soil"
"5317";63;75;73;59;"very damp grey soil"
"5318";70;79;80;63;"very damp grey soil"
"5319";59;49;104;107;"cotton crop"
"5320";46;32;100;107;"cotton crop"
"5321";46;34;104;107;"cotton crop"
"5322";46;27;108;129;"cotton crop"
"5323";92;112;119;90;"grey soil"
"5324";87;103;105;83;"damp grey soil"
"5325";67;73;79;57;"very damp grey soil"
"5326";71;77;79;60;"very damp grey soil"
"5327";67;73;79;57;"very damp grey soil"
"5328";63;73;75;57;"very damp grey soil"
"5329";63;73;79;57;"very damp grey soil"
"5330";63;70;75;57;"very damp grey soil"
"5331";67;70;75;60;"very damp grey soil"
"5332";67;77;79;64;"very damp grey soil"
"5333";71;84;90;72;"damp grey soil"
"5334";71;84;86;72;"damp grey soil"
"5335";75;84;97;72;"damp grey soil"
"5336";75;70;101;94;"cotton crop"
"5337";52;40;97;101;"cotton crop"
"5338";89;102;101;83;"grey soil"
"5339";93;120;119;97;"grey soil"
"5340";89;111;114;83;"damp grey soil"
"5341";70;84;82;58;"very damp grey soil"
"5342";63;75;78;55;"very damp grey soil"
"5343";67;75;82;62;"very damp grey soil"
"5344";63;71;78;58;"very damp grey soil"
"5345";63;67;74;62;"very damp grey soil"
"5346";63;71;74;58;"very damp grey soil"
"5347";63;75;85;58;"very damp grey soil"
"5348";63;79;85;62;"very damp grey soil"
"5349";63;79;82;65;"very damp grey soil"
"5350";70;111;114;90;"red soil"
"5351";67;84;89;73;"damp grey soil"
"5352";74;88;89;73;"damp grey soil"
"5353";74;84;89;73;"damp grey soil"
"5354";63;71;85;73;"cotton crop"
"5355";72;89;94;76;"grey soil"
"5356";88;120;120;91;"grey soil"
"5357";84;106;111;87;"damp grey soil"
"5358";88;102;111;87;"damp grey soil"
"5359";88;102;102;83;"damp grey soil"
"5360";84;98;102;79;"damp grey soil"
"5361";80;98;94;72;"damp grey soil"
"5362";72;81;86;65;"very damp grey soil"
"5363";68;77;78;61;"very damp grey soil"
"5364";68;73;74;57;"very damp grey soil"
"5365";64;77;74;57;"very damp grey soil"
"5366";64;77;78;61;"very damp grey soil"
"5367";64;77;74;65;"very damp grey soil"
"5368";68;77;82;65;"very damp grey soil"
"5369";68;77;78;57;"very damp grey soil"
"5370";68;73;78;54;"very damp grey soil"
"5371";64;69;74;57;"very damp grey soil"
"5372";64;73;74;57;"very damp grey soil"
"5373";64;73;78;61;"very damp grey soil"
"5374";68;77;86;65;"very damp grey soil"
"5375";60;77;82;65;"very damp grey soil"
"5376";72;115;120;102;"red soil"
"5377";68;81;86;68;"damp grey soil"
"5378";72;89;94;76;"damp grey soil"
"5379";68;81;90;68;"damp grey soil"
"5380";92;116;122;96;"grey soil"
"5381";88;107;113;88;"damp grey soil"
"5382";84;95;100;78;"damp grey soil"
"5383";76;87;91;67;"damp grey soil"
"5384";71;83;87;70;"very damp grey soil"
"5385";68;75;79;63;"very damp grey soil"
"5386";68;75;75;56;"very damp grey soil"
"5387";71;75;75;56;"very damp grey soil"
"5388";68;75;75;59;"very damp grey soil"
"5389";60;75;79;59;"very damp grey soil"
"5390";68;79;83;63;"very damp grey soil"
"5391";64;83;83;67;"very damp grey soil"
"5392";68;79;83;63;"very damp grey soil"
"5393";68;79;83;63;"very damp grey soil"
"5394";68;71;75;59;"very damp grey soil"
"5395";64;79;83;63;"very damp grey soil"
"5396";68;79;83;67;"very damp grey soil"
"5397";80;116;128;99;"red soil"
"5398";71;83;91;74;"damp grey soil"
"5399";76;87;91;78;"damp grey soil"
"5400";76;91;96;74;"damp grey soil"
"5401";68;79;79;63;"very damp grey soil"
"5402";80;99;104;78;"damp grey soil"
"5403";76;95;96;78;"damp grey soil"
"5404";67;75;74;58;"very damp grey soil"
"5405";88;99;104;83;"damp grey soil"
"5406";75;91;93;75;"damp grey soil"
"5407";71;79;81;62;"very damp grey soil"
"5408";67;79;77;58;"very damp grey soil"
"5409";71;75;77;58;"very damp grey soil"
"5410";71;83;85;62;"very damp grey soil"
"5411";71;79;85;67;"very damp grey soil"
"5412";67;83;81;67;"very damp grey soil"
"5413";67;79;81;62;"very damp grey soil"
"5414";67;72;77;58;"very damp grey soil"
"5415";67;79;81;62;"very damp grey soil"
"5416";75;99;109;87;"red soil"
"5417";79;111;123;100;"red soil"
"5418";75;116;123;100;"red soil"
"5419";75;116;123;100;"red soil"
"5420";71;83;93;71;"damp grey soil"
"5421";71;68;77;62;"very damp grey soil"
"5422";67;68;77;58;"very damp grey soil"
"5423";67;72;77;62;"very damp grey soil"
"5424";75;91;93;71;"damp grey soil"
"5425";66;75;80;59;"very damp grey soil"
"5426";66;75;80;63;"very damp grey soil"
"5427";66;79;84;63;"very damp grey soil"
"5428";82;100;104;81;"damp grey soil"
"5429";78;96;100;74;"damp grey soil"
"5430";82;100;104;81;"damp grey soil"
"5431";70;79;80;59;"very damp grey soil"
"5432";70;75;73;59;"very damp grey soil"
"5433";63;75;80;59;"very damp grey soil"
"5434";66;79;84;63;"very damp grey soil"
"5435";63;60;88;85;"vegetation stubble"
"5436";59;56;88;85;"vegetation stubble"
"5437";59;60;100;81;"vegetation stubble"
"5438";70;75;76;59;"very damp grey soil"
"5439";74;100;108;92;"red soil"
"5440";74;113;122;100;"red soil"
"5441";66;113;122;100;"red soil"
"5442";66;109;122;100;"red soil"
"5443";66;100;108;89;"red soil"
"5444";59;67;66;55;"very damp grey soil"
"5445";63;67;66;55;"very damp grey soil"
"5446";74;87;96;74;"damp grey soil"
"5447";67;73;79;57;"very damp grey soil"
"5448";75;84;93;75;"damp grey soil"
"5449";79;91;101;79;"damp grey soil"
"5450";83;103;105;83;"damp grey soil"
"5451";83;99;105;83;"damp grey soil"
"5452";71;81;90;68;"very damp grey soil"
"5453";75;88;93;68;"very damp grey soil"
"5454";71;77;82;64;"very damp grey soil"
"5455";63;66;93;79;"vegetation stubble"
"5456";63;63;93;83;"vegetation stubble"
"5457";59;63;90;79;"vegetation stubble"
"5458";67;99;105;86;"red soil"
"5459";79;112;124;101;"red soil"
"5460";67;103;114;90;"red soil"
"5461";71;81;86;64;"very damp grey soil"
"5462";63;66;68;57;"very damp grey soil"
"5463";71;84;90;72;"damp grey soil"
"5464";75;88;90;72;"damp grey soil"
"5465";78;92;93;73;"damp grey soil"
"5466";67;75;78;62;"very damp grey soil"
"5467";63;75;78;58;"very damp grey soil"
"5468";63;79;78;62;"very damp grey soil"
"5469";82;102;105;83;"damp grey soil"
"5470";82;97;105;83;"damp grey soil"
"5471";85;102;105;83;"damp grey soil"
"5472";82;92;97;76;"damp grey soil"
"5473";78;88;97;76;"damp grey soil"
"5474";85;102;110;80;"damp grey soil"
"5475";82;97;105;83;"very damp grey soil"
"5476";57;60;93;80;"vegetation stubble"
"5477";70;102;114;94;"red soil"
"5478";74;115;119;101;"red soil"
"5479";70;111;124;101;"red soil"
"5480";63;111;124;97;"red soil"
"5481";67;111;124;101;"red soil"
"5482";63;97;105;87;"red soil"
"5483";67;71;78;62;"very damp grey soil"
"5484";67;67;74;58;"very damp grey soil"
"5485";67;75;78;62;"very damp grey soil"
"5486";68;77;74;61;"very damp grey soil"
"5487";64;73;78;57;"very damp grey soil"
"5488";64;81;82;65;"very damp grey soil"
"5489";76;94;102;79;"very damp grey soil"
"5490";84;98;102;83;"damp grey soil"
"5491";84;94;98;79;"damp grey soil"
"5492";80;102;102;79;"damp grey soil"
"5493";80;94;98;76;"very damp grey soil"
"5494";76;89;94;72;"very damp grey soil"
"5495";72;81;86;65;"very damp grey soil"
"5496";72;77;82;61;"very damp grey soil"
"5497";64;62;82;68;"vegetation stubble"
"5498";60;59;98;87;"vegetation stubble"
"5499";57;55;94;87;"vegetation stubble"
"5500";57;55;82;72;"vegetation stubble"
"5501";64;115;125;102;"red soil"
"5502";64;115;125;98;"red soil"
"5503";64;111;115;102;"red soil"
"5504";64;106;111;91;"red soil"
"5505";64;66;71;54;"very damp grey soil"
"5506";64;69;71;57;"very damp grey soil"
"5507";76;87;91;67;"damp grey soil"
"5508";76;87;96;70;"damp grey soil"
"5509";71;79;83;59;"very damp grey soil"
"5510";84;95;100;78;"damp grey soil"
"5511";80;99;100;81;"damp grey soil"
"5512";71;79;87;70;"vegetation stubble"
"5513";76;83;91;74;"very damp grey soil"
"5514";76;91;100;78;"very damp grey soil"
"5515";80;95;100;78;"very damp grey soil"
"5516";80;99;104;81;"grey soil"
"5517";56;57;87;70;"vegetation stubble"
"5518";56;57;83;67;"vegetation stubble"
"5519";56;57;83;70;"vegetation stubble"
"5520";68;116;122;99;"red soil"
"5521";68;112;128;99;"red soil"
"5522";64;112;128;103;"red soil"
"5523";64;121;122;96;"red soil"
"5524";64;116;122;99;"red soil"
"5525";64;103;113;88;"red soil"
"5526";68;75;75;59;"very damp grey soil"
"5527";68;71;75;59;"very damp grey soil"
"5528";68;79;79;63;"very damp grey soil"
"5529";75;87;89;67;"damp grey soil"
"5530";75;87;89;67;"damp grey soil"
"5531";67;75;85;62;"very damp grey soil"
"5532";71;79;89;62;"very damp grey soil"
"5533";79;95;96;75;"damp grey soil"
"5534";71;79;89;75;"vegetation stubble"
"5535";67;75;89;67;"vegetation stubble"
"5536";67;72;85;67;"vegetation stubble"
"5537";71;91;93;75;"very damp grey soil"
"5538";75;83;81;62;"very damp grey soil"
"5539";71;83;81;67;"very damp grey soil"
"5540";71;87;85;71;"very damp grey soil"
"5541";75;95;96;79;"very damp grey soil"
"5542";79;99;104;83;"grey soil"
"5543";71;72;77;58;"grey soil"
"5544";51;51;70;50;"vegetation stubble"
"5545";55;54;85;71;"vegetation stubble"
"5546";55;58;81;71;"vegetation stubble"
"5547";67;103;113;87;"red soil"
"5548";67;111;118;96;"red soil"
"5549";67;111;123;100;"red soil"
"5550";67;111;123;96;"red soil"
"5551";67;72;70;62;"very damp grey soil"
"5552";67;72;77;58;"very damp grey soil"
"5553";74;87;92;70;"damp grey soil"
"5554";74;87;88;66;"damp grey soil"
"5555";66;75;76;63;"very damp grey soil"
"5556";66;79;84;63;"very damp grey soil"
"5557";66;79;80;59;"very damp grey soil"
"5558";82;96;104;78;"damp grey soil"
"5559";78;87;84;70;"very damp grey soil"
"5560";70;83;84;66;"very damp grey soil"
"5561";74;91;100;78;"very damp grey soil"
"5562";66;67;66;41;"vegetation stubble"
"5563";52;49;56;33;"vegetation stubble"
"5564";56;60;84;74;"vegetation stubble"
"5565";56;56;88;74;"vegetation stubble"
"5566";66;109;122;96;"red soil"
"5567";66;113;127;100;"red soil"
"5568";70;113;122;100;"red soil"
"5569";70;118;127;100;"red soil"
"5570";66;71;73;63;"very damp grey soil"
"5571";63;67;69;55;"very damp grey soil"
"5572";66;71;73;63;"very damp grey soil"
"5573";66;75;76;63;"very damp grey soil"
"5574";75;88;90;72;"damp grey soil"
"5575";75;88;90;68;"damp grey soil"
"5576";75;88;93;68;"damp grey soil"
"5577";75;91;93;72;"damp grey soil"
"5578";63;81;82;64;"very damp grey soil"
"5579";63;81;79;64;"very damp grey soil"
"5580";79;99;101;79;"damp grey soil"
"5581";83;103;105;83;"damp grey soil"
"5582";71;63;86;75;"vegetation stubble"
"5583";56;54;75;64;"vegetation stubble"
"5584";67;73;82;64;"very damp grey soil"
"5585";75;88;97;72;"very damp grey soil"
"5586";75;91;90;75;"very damp grey soil"
"5587";52;57;75;68;"vegetation stubble"
"5588";52;54;79;75;"vegetation stubble"
"5589";52;54;90;72;"vegetation stubble"
"5590";52;57;79;64;"vegetation stubble"
"5591";59;84;90;75;"red soil"
"5592";67;108;119;98;"red soil"
"5593";67;112;119;98;"red soil"
"5594";67;112;124;98;"red soil"
"5595";63;112;119;98;"red soil"
"5596";71;112;124;101;"red soil"
"5597";67;112;124;101;"red soil"
"5598";67;112;130;101;"red soil"
"5599";67;73;79;64;"very damp grey soil"
"5600";59;70;75;57;"very damp grey soil"
"5601";70;88;89;69;"damp grey soil"
"5602";74;84;89;69;"damp grey soil"
"5603";67;88;89;69;"damp grey soil"
"5604";63;75;85;65;"very damp grey soil"
"5605";67;84;82;65;"very damp grey soil"
"5606";78;97;101;83;"damp grey soil"
"5607";78;88;101;83;"vegetation stubble"
"5608";57;53;82;73;"vegetation stubble"
"5609";57;53;78;69;"vegetation stubble"
"5610";78;92;97;80;"very damp grey soil"
"5611";78;92;97;80;"very damp grey soil"
"5612";82;97;101;83;"grey soil"
"5613";78;92;105;80;"very damp grey soil"
"5614";82;97;105;87;"grey soil"
"5615";82;97;105;83;"grey soil"
"5616";78;97;105;83;"grey soil"
"5617";53;53;74;69;"vegetation stubble"
"5618";53;56;74;69;"vegetation stubble"
"5619";53;53;82;73;"vegetation stubble"
"5620";67;111;114;94;"red soil"
"5621";67;111;119;94;"red soil"
"5622";67;111;119;101;"red soil"
"5623";70;115;129;101;"red soil"
"5624";70;111;119;97;"red soil"
"5625";67;71;74;65;"very damp grey soil"
"5626";63;67;70;58;"very damp grey soil"
"5627";72;85;90;68;"damp grey soil"
"5628";76;85;90;68;"damp grey soil"
"5629";76;94;94;68;"damp grey soil"
"5630";64;81;82;61;"very damp grey soil"
"5631";64;81;78;65;"very damp grey soil"
"5632";68;73;90;79;"vegetation stubble"
"5633";64;66;78;65;"vegetation stubble"
"5634";72;81;86;68;"very damp grey soil"
"5635";84;98;111;87;"grey soil"
"5636";84;98;106;83;"grey soil"
"5637";53;55;82;61;"vegetation stubble"
"5638";53;52;78;68;"vegetation stubble"
"5639";53;62;78;61;"vegetation stubble"
"5640";64;111;125;102;"red soil"
"5641";68;115;120;98;"red soil"
"5642";68;115;125;98;"red soil"
"5643";68;115;125;98;"red soil"
"5644";60;111;125;98;"red soil"
"5645";64;111;120;98;"red soil"
"5646";68;115;120;102;"red soil"
"5647";64;66;64;57;"very damp grey soil"
"5648";71;87;87;70;"damp grey soil"
"5649";71;87;91;70;"damp grey soil"
"5650";68;83;83;63;"very damp grey soil"
"5651";68;75;83;81;"vegetation stubble"
"5652";64;68;83;74;"vegetation stubble"
"5653";64;64;83;67;"vegetation stubble"
"5654";71;79;91;70;"very damp grey soil"
"5655";80;95;104;78;"very damp grey soil"
"5656";80;95;104;81;"very damp grey soil"
"5657";84;99;104;85;"grey soil"
"5658";80;103;108;85;"grey soil"
